PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
3801,1,1,2189,1,20.0,1,554.0,195.0,0.0,2606.0,0.0,0
3901,1,2,4561,1,30.0,1,0.0,0.0,0.0,0.0,0.0,0
4101,1,2,5363,3,17.0,1,0.0,0.0,0.0,0.0,0.0,1
4301,2,1,462,3,45.0,1,0.0,164.0,45.0,2511.0,855.0,0
4401,1,2,5514,3,55.0,1,0.0,0.0,0.0,0.0,0.0,0
4402,1,2,5514,1,4.0,1,0.0,0.0,0.0,0.0,0.0,1
4403,1,2,5514,2,21.0,1,0.0,0.0,0.0,0.0,0.0,1
4501,3,1,2188,3,21.0,1,970.0,0.0,180.0,0.0,64.0,0
4502,3,2,2188,0,19.0,1,0.0,0.0,0.0,0.0,0.0,1
5001,1,1,1409,1,35.0,1,790.0,0.0,0.0,0.0,0.0,0
5101,1,1,1558,3,56.0,1,0.0,112.0,0.0,1379.0,127.0,0
5201,1,1,5956,3,27.0,1,4.0,0.0,2.0,4683.0,0.0,0
5301,1,1,2331,3,25.0,1,0.0,0.0,1938.0,0.0,1.0,1
5601,2,1,3,3,2.0,1,0.0,0.0,0.0,0.0,0.0,1
5602,2,2,3,3,38.0,1,0.0,0.0,0.0,0.0,0.0,1
5603,2,1,3,3,27.0,1,279.0,605.0,3374.0,286.0,3.0,1
5801,1,2,6109,2,36.0,1,0.0,0.0,0.0,0.0,0.0,0
6101,1,1,2483,3,22.0,1,45.0,1096.0,148.0,1377.0,1.0,0
6201,1,1,2629,3,62.0,1,0.0,592.0,0.0,17.0,25.0,0
6401,3,2,2764,3,15.0,1,0.0,0.0,0.0,0.0,0.0,1
6402,0,2,1698,3,33.0,1,0.0,0.0,0.0,0.0,0.0,1
6601,1,1,5955,3,62.0,1,1.0,153.0,197.0,0.0,460.0,0
6701,1,2,4563,2,0.0,1,0.0,0.0,0.0,0.0,0.0,1
6702,1,1,4563,3,18.0,1,1.0,258.0,446.0,0.0,0.0,1
6703,1,1,2906,1,21.0,1,1946.0,37.0,0.0,0.0,24.0,0
6801,3,1,1846,3,27.0,1,793.0,0.0,2.0,253.0,0.0,0
6901,1,1,3045,3,42.0,1,887.0,0.0,9.0,6.0,0.0,1
7001,1,1,2628,3,19.0,1,190.0,0.0,5.0,1.0,726.0,0
7101,1,1,2763,3,17.0,1,16.0,2165.0,0.0,0.0,52.0,0
7201,1,1,3191,3,14.0,1,0.0,1.0,0.0,0.0,1063.0,0
7301,3,1,1304,2,37.0,1,46.0,83.0,738.0,0.0,12.0,0
7401,2,1,904,3,42.0,1,1.0,8397.0,0.0,0.0,506.0,1
7601,3,1,3332,3,27.0,1,147.0,0.0,1018.0,0.0,0.0,1
7701,3,1,2905,3,28.0,1,14.0,0.0,1295.0,0.0,0.0,1
7801,2,1,951,3,38.0,1,0.0,5840.0,0.0,321.0,9654.0,0
8101,1,2,4993,3,13.0,1,0.0,0.0,0.0,0.0,0.0,0
8201,3,1,3044,3,42.0,1,7406.0,0.0,0.0,0.0,0.0,0
8202,3,2,3044,3,2.0,1,0.0,0.0,0.0,0.0,0.0,1
8203,3,1,3044,3,8.0,1,0.0,0.0,0.0,0.0,0.0,1
8401,1,1,5140,3,24.0,1,688.0,0.0,0.0,0.0,17.0,1
8501,2,2,963,3,40.0,1,0.0,0.0,0.0,0.0,0.0,1
8601,1,1,3190,3,43.0,1,211.0,0.0,0.0,638.0,513.0,0
8801,3,2,1989,2,45.0,1,0.0,0.0,0.0,0.0,0.0,1
9001,1,2,5282,3,35.0,1,0.0,0.0,0.0,0.0,0.0,1
9101,1,2,5304,3,26.0,1,0.0,0.0,0.0,0.0,0.0,1
9102,1,1,3427,3,27.0,1,1.0,697.0,31.0,188.0,0.0,0
9201,1,1,6403,3,19.0,1,0.0,0.0,670.0,1.0,34.0,0
9202,1,2,6403,3,0.0,1,0.0,0.0,0.0,0.0,0.0,1
9203,1,2,6403,3,3.0,1,0.0,0.0,0.0,0.0,0.0,1
9701,2,1,25,3,54.0,1,0.0,1208.0,0.0,3.0,637.0,0
9801,1,1,4711,3,26.0,1,0.0,856.0,5.0,32.0,0.0,0
9802,1,1,4711,3,26.0,1,0.0,2811.0,957.0,0.0,87.0,1
9901,1,1,3408,2,23.0,1,311.0,427.0,526.0,37.0,0.0,0
9902,1,0,4849,3,2.0,1,0.0,0.0,0.0,0.0,0.0,1
10101,3,2,0,3,31.0,1,0.0,0.0,0.0,0.0,0.0,1
10201,1,1,3472,3,18.0,1,0.0,0.0,0.0,830.0,91.0,0
10301,1,1,3486,3,24.0,1,0.0,0.0,0.0,0.0,17.0,1
10302,1,2,5332,1,9.0,1,0.0,0.0,0.0,0.0,0.0,1
10303,1,2,5332,3,6.0,1,0.0,0.0,0.0,0.0,0.0,0
10501,1,0,3443,3,27.0,1,0.0,0.0,570.0,2.0,131.0,0
10701,3,1,1183,3,21.0,1,1743.0,5.0,17.0,0.0,0.0,0
10801,1,2,5349,3,23.0,1,0.0,0.0,0.0,0.0,0.0,0
10802,1,1,5349,3,31.0,1,562.0,0.0,326.0,0.0,0.0,0
10803,1,1,5349,3,0.0,0,0.0,0.0,0.0,0.0,0.0,1
11001,2,1,0,3,32.0,1,0.0,410.0,6.0,3929.0,764.0,0
11002,2,0,529,3,40.0,1,0.0,331.0,0.0,0.0,1687.0,0
11003,2,1,529,3,42.0,1,2209.0,11418.0,0.0,1868.0,445.0,1
11004,2,2,529,3,28.0,1,0.0,0.0,0.0,0.0,0.0,1
11101,2,2,2122,3,29.0,1,0.0,0.0,0.0,0.0,0.0,1
11201,2,1,152,1,48.0,2,0.0,2537.0,87.0,17.0,13.0,1
11301,1,1,3471,3,64.0,1,0.0,0.0,804.0,0.0,0.0,1
11401,1,1,5365,3,27.0,1,82.0,157.0,429.0,238.0,1.0,0
11501,3,0,3485,3,26.0,1,0.0,0.0,0.0,0.0,0.0,1
11601,2,1,1315,3,33.0,1,1.0,2223.0,0.0,12.0,404.0,1
11901,0,1,1,3,39.0,1,0.0,2344.0,0.0,65.0,6898.0,0
11902,2,2,1,3,13.0,1,0.0,0.0,0.0,0.0,0.0,1
12001,3,2,3501,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1
12201,1,1,5378,3,29.0,1,0.0,0.0,0.0,699.0,74.0,0
12301,1,1,3524,3,18.0,1,55.0,597.0,49.0,0.0,1.0,0
12601,3,2,3525,3,67.0,1,0.0,0.0,0.0,0.0,0.0,1
12701,3,1,2142,3,35.0,1,701.0,0.0,296.0,0.0,25.0,0
12801,3,1,1305,3,61.0,2,2353.0,334.0,9.0,316.0,2.0,0
12802,3,1,2159,3,45.0,1,2103.0,6.0,0.0,0.0,0.0,0
12901,1,2,5397,2,22.0,1,0.0,0.0,0.0,0.0,0.0,1
13301,3,2,3552,3,19.0,1,0.0,0.0,0.0,0.0,0.0,1
13302,3,1,1331,3,36.0,1,2738.0,0.0,0.0,0.0,0.0,0
13401,1,1,5316,3,19.0,1,0.0,14.0,730.0,0.0,0.0,1
13601,1,1,5411,2,47.0,1,97.0,418.0,126.0,25.0,55.0,0
13801,1,2,5331,3,13.0,1,0.0,0.0,0.0,0.0,0.0,1
13802,1,1,1988,0,34.0,1,0.0,22.0,0.0,564.0,207.0,0
13901,2,2,980,1,35.0,1,0.0,0.0,0.0,0.0,0.0,1
14001,1,2,5348,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1
14002,1,1,3551,3,26.0,1,440.0,0.0,0.0,0.0,462.0,0
14101,3,1,3567,3,31.0,1,0.0,0.0,97.0,0.0,0.0,0
14401,1,1,3580,3,20.0,1,0.0,420.0,210.0,0.0,0.0,1
14601,1,1,5433,3,56.0,1,0.0,0.0,0.0,0.0,0.0,0
14701,1,2,5449,3,50.0,1,0.0,0.0,0.0,0.0,0.0,1
14801,3,1,3579,3,42.0,1,1072.0,0.0,10.0,0.0,76.0,0
14901,1,2,5468,1,27.0,1,0.0,0.0,0.0,0.0,0.0,1
15101,1,2,5364,1,38.0,1,0.0,0.0,0.0,0.0,0.0,0
15201,1,1,3595,0,41.0,1,0.0,0.0,0.0,0.0,607.0,0
16001,1,1,5396,3,22.0,1,4119.0,0.0,0.0,0.0,61.0,0
16301,2,2,568,3,26.0,1,0.0,0.0,0.0,0.0,0.0,1
16302,2,2,568,3,17.0,1,0.0,0.0,0.0,0.0,0.0,1
16401,1,1,5486,3,57.0,1,50.0,1688.0,0.0,0.0,135.0,1
16402,1,2,5486,2,17.0,1,0.0,0.0,0.0,0.0,0.0,0
16501,3,2,3658,3,35.0,0,0.0,0.0,0.0,0.0,0.0,1
16701,3,2,3633,3,13.0,1,0.0,0.0,0.0,0.0,0.0,1
16702,3,1,3633,3,27.0,1,1365.0,0.0,48.0,22.0,137.0,0
16901,1,2,5410,3,31.0,1,0.0,0.0,0.0,0.0,0.0,0
17001,1,1,1411,3,24.0,1,0.0,0.0,0.0,221.0,567.0,0
17101,1,2,5516,2,19.0,1,0.0,0.0,0.0,0.0,0.0,1
17201,1,2,5420,3,32.0,1,0.0,0.0,0.0,0.0,0.0,1
17301,1,0,1426,3,58.0,1,0.0,985.0,0.0,5.0,0.0,1
17401,1,1,3674,1,21.0,1,287.0,0.0,16.0,115.0,175.0,0
17701,2,1,309,3,38.0,1,0.0,10346.0,1.0,14970.0,2111.0,0
17801,3,1,1346,3,38.0,1,3414.0,0.0,161.0,28.0,119.0,0
17901,1,1,5448,3,19.0,1,1.0,219.0,673.0,2.0,11.0,1
17902,1,1,5448,3,0.0,1,0.0,0.0,0.0,0.0,0.0,0
17903,1,1,5448,3,3.0,1,0.0,0.0,0.0,0.0,0.0,1
18101,1,1,5467,3,20.0,1,0.0,0.0,3.0,299.0,92.0,0
18201,2,2,903,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1
18301,1,1,3647,3,37.0,1,17.0,146.0,426.0,0.0,232.0,1
18601,1,1,5485,3,25.0,1,62.0,0.0,0.0,0.0,956.0,0
18801,1,2,5531,3,56.0,1,0.0,0.0,0.0,0.0,0.0,1
18901,1,1,2158,1,49.0,1,84.0,3.0,401.0,202.0,98.0,0
19001,1,2,5546,1,11.0,1,0.0,0.0,0.0,0.0,0.0,0
19201,1,2,5499,3,1.0,1,0.0,0.0,0.0,0.0,0.0,1
19202,1,1,5499,3,8.0,1,0.0,0.0,0.0,0.0,0.0,0
19203,1,1,5499,3,39.0,1,0.0,0.0,10.0,898.0,0.0,0
19301,3,2,3708,3,2.0,1,0.0,0.0,0.0,0.0,0.0,1
19302,3,1,3708,3,23.0,1,0.0,0.0,8.0,1072.0,0.0,0
19303,3,1,3708,3,0.0,1,0.0,0.0,0.0,0.0,0.0,1
19501,3,1,3729,3,39.0,1,406.0,0.0,867.0,0.0,0.0,1
19601,3,1,1330,2,25.0,1,1052.0,0.0,719.0,0.0,7.0,0
19701,2,1,962,3,36.0,1,0.0,972.0,0.0,795.0,575.0,0
19801,1,0,5515,2,52.0,1,0.0,0.0,0.0,0.0,0.0,1
19901,1,2,5559,3,18.0,1,0.0,0.0,0.0,0.0,0.0,0
20001,1,2,5530,3,15.0,1,0.0,0.0,0.0,0.0,0.0,1
20101,2,2,463,3,35.0,1,0.0,0.0,0.0,0.0,0.0,1
20102,2,2,463,3,47.0,1,0.0,0.0,0.0,0.0,0.0,1
20201,2,2,584,1,45.0,1,0.0,0.0,0.0,0.0,0.0,1
20202,2,1,24,1,27.0,1,0.0,2433.0,0.0,878.0,443.0,1
20301,2,2,1007,3,51.0,1,0.0,0.0,0.0,0.0,0.0,1
20501,1,1,5571,3,29.0,1,0.0,2.0,66.0,0.0,705.0,0
20601,2,1,1023,1,27.0,1,2.0,1720.0,12.0,1125.0,122.0,1
20701,1,2,5545,2,19.0,1,0.0,0.0,0.0,0.0,0.0,0
21001,0,2,1345,1,24.0,1,0.0,0.0,0.0,0.0,0.0,1
21101,3,1,3763,3,29.0,1,902.0,1.0,137.0,0.0,0.0,1
21102,3,2,3763,3,11.0,1,0.0,0.0,0.0,0.0,0.0,1
21103,3,1,3763,3,17.0,1,848.0,0.0,307.0,182.0,0.0,0
21201,1,1,2170,3,13.0,1,192.0,0.0,0.0,51.0,739.0,0
21202,1,1,3776,3,35.0,1,147.0,188.0,0.0,10.0,387.0,0
21301,1,1,3790,3,21.0,1,367.0,281.0,0.0,0.0,146.0,0
21601,1,1,3698,1,21.0,1,0.0,56.0,0.0,0.0,1918.0,0
21701,1,1,3806,3,38.0,1,1517.0,0.0,0.0,27.0,0.0,0
21901,1,2,5601,3,19.0,1,0.0,0.0,0.0,0.0,0.0,1
22001,1,2,5616,3,2.0,1,0.0,0.0,0.0,0.0,0.0,1
22002,1,1,5616,3,0.0,1,0.0,0.0,0.0,0.0,0.0,1
22003,1,2,5616,3,13.0,1,0.0,0.0,0.0,0.0,0.0,0
22004,1,1,1410,3,25.0,1,122.0,84.0,0.0,0.0,0.0,0
22005,1,1,3819,3,16.0,1,0.0,3.0,0.0,0.0,1099.0,0
22006,1,1,5616,1,1.0,1,0.0,0.0,0.0,0.0,0.0,0
22007,1,2,5616,3,15.0,1,0.0,0.0,0.0,0.0,0.0,1
22101,3,1,1455,1,21.0,1,2237.0,0.0,119.0,0.0,0.0,0
22102,3,1,1455,3,23.0,1,1215.0,80.0,1.0,2.0,0.0,0
22103,3,1,1455,3,33.0,1,1933.0,12.0,188.0,1.0,0.0,0
22104,3,2,1455,3,21.0,1,0.0,0.0,0.0,0.0,0.0,1
22105,3,1,1455,3,41.0,1,1230.0,0.0,301.0,43.0,1023.0,0
22106,3,1,1455,3,16.0,1,915.0,0.0,221.0,234.0,0.0,0
22107,3,2,1455,3,42.0,1,0.0,0.0,0.0,0.0,0.0,0
22201,3,1,3709,3,20.0,1,1406.0,0.0,0.0,11.0,0.0,0
22202,3,2,3709,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1
22203,3,2,1469,3,16.0,1,0.0,0.0,0.0,0.0,0.0,1
22301,1,1,5587,3,21.0,1,0.0,2.0,665.0,0.0,9.0,0
22401,3,1,3730,3,32.0,2,181.0,0.0,5.0,1634.0,0.0,0
22501,1,2,5631,2,58.0,1,0.0,0.0,0.0,0.0,0.0,1
22901,1,1,3747,3,24.0,1,4.0,7.0,0.0,713.0,79.0,0
23101,3,1,3764,3,30.0,1,85.0,0.0,1.0,1720.0,0.0,0
23201,1,2,5602,2,27.0,1,0.0,0.0,0.0,0.0,0.0,0
23301,3,1,3777,3,32.0,1,56.0,0.0,256.0,1438.0,0.0,0
23401,1,1,3846,3,43.0,1,0.0,888.0,0.0,0.0,0.0,0
23701,2,2,167,3,42.0,1,0.0,0.0,0.0,0.0,0.0,1
23901,3,1,0,3,37.0,1,637.0,0.0,0.0,92.0,319.0,0
24001,3,2,3873,3,35.0,1,0.0,0.0,0.0,0.0,0.0,1
24101,2,0,1425,1,33.0,1,0.0,1249.0,0.0,4812.0,1116.0,0
24201,0,1,3791,3,18.0,1,313.0,1.0,691.0,283.0,0.0,0
24301,1,2,5617,3,21.0,1,0.0,0.0,0.0,0.0,0.0,0
24401,3,2,0,3,43.0,1,0.0,0.0,0.0,0.0,0.0,1
24402,3,2,3807,1,14.0,0,0.0,0.0,0.0,0.0,0.0,1
24501,2,1,979,1,46.0,1,0.0,3571.0,0.0,0.0,7.0,1
24502,2,1,979,3,33.0,1,0.0,86.0,796.0,584.0,10912.0,0
24601,3,1,1378,3,21.0,1,2947.0,0.0,287.0,27.0,0.0,0
24801,2,1,600,3,33.0,1,0.0,1.0,0.0,8620.0,1063.0,0
25001,1,2,5632,2,47.0,1,0.0,0.0,0.0,0.0,0.0,0
25101,0,2,614,1,54.0,1,0.0,0.0,0.0,0.0,0.0,1
25201,1,1,3889,3,30.0,1,335.0,695.0,541.0,0.0,0.0,0
25301,1,1,5687,3,29.0,1,272.0,615.0,0.0,0.0,1.0,0
25401,1,1,3904,3,21.0,1,702.0,172.0,408.0,2.0,6.0,1
25501,2,2,45,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1
25701,3,1,3833,1,21.0,1,1664.0,0.0,0.0,0.0,0.0,0
25702,3,2,3833,3,60.0,1,0.0,0.0,0.0,0.0,0.0,1
25801,1,1,3847,3,22.0,1,0.0,0.0,313.0,299.0,92.0,0
26001,2,1,1498,3,26.0,1,0.0,4810.0,0.0,981.0,2054.0,0
26101,1,1,3933,3,26.0,1,66.0,29.0,0.0,0.0,803.0,0
26301,1,2,5703,3,28.0,1,0.0,0.0,0.0,0.0,0.0,1
26501,2,2,1379,3,39.0,1,0.0,0.0,0.0,0.0,0.0,1
26701,1,1,3859,3,13.0,1,118.0,0.0,0.0,754.0,1.0,0
26901,1,1,3874,1,47.0,1,0.0,231.0,592.0,0.0,0.0,1
27001,1,1,3974,3,63.0,1,0.0,25.0,128.0,0.0,1240.0,0
27501,2,2,1393,1,27.0,1,0.0,0.0,0.0,0.0,0.0,1
27701,1,1,4004,1,50.0,1,44.0,2390.0,0.0,53.0,0.0,1
27801,1,1,0,3,35.0,1,0.0,0.0,0.0,888.0,0.0,0
27802,1,1,5732,3,45.0,1,0.0,97.0,0.0,14.0,333.0,0
28101,1,1,4027,3,19.0,1,0.0,0.0,2078.0,0.0,0.0,1
28201,1,1,3905,3,21.0,1,0.0,918.0,0.0,0.0,0.0,1
28301,1,2,5749,2,29.0,1,0.0,0.0,0.0,0.0,0.0,1
28302,1,1,4041,3,22.0,1,146.0,654.0,1.0,0.0,2.0,1
28501,2,2,1497,3,14.0,1,0.0,0.0,0.0,0.0,0.0,1
28502,2,2,1497,1,42.0,1,0.0,0.0,0.0,0.0,0.0,1
28601,1,1,4056,1,57.0,1,3.0,1281.0,29.0,162.0,13.0,0
28701,2,2,0,1,39.0,1,0.0,0.0,0.0,0.0,0.0,1
28702,2,1,185,3,28.0,1,0.0,587.0,32.0,6.0,1460.0,0
28801,1,1,3918,1,19.0,1,0.0,0.0,0.0,0.0,828.0,0
28901,2,2,631,1,19.0,1,0.0,0.0,0.0,0.0,0.0,1
29001,2,1,557,1,26.0,1,0.0,4458.0,0.0,1157.0,262.0,1
29002,2,2,557,3,17.0,1,0.0,0.0,0.0,0.0,0.0,1
29003,2,0,557,3,43.0,1,0.0,0.0,0.0,0.0,0.0,1
29004,2,1,557,1,9.0,1,0.0,0.0,0.0,0.0,0.0,1
29101,2,1,1038,3,40.0,1,0.0,6500.0,88.0,1090.0,0.0,1
29401,2,2,569,3,50.0,1,0.0,0.0,0.0,0.0,0.0,1
29701,1,1,5764,3,24.0,1,90.0,2.0,1324.0,17.0,0.0,1
29801,2,2,44,1,57.0,1,0.0,0.0,0.0,0.0,0.0,1
30101,1,2,0,3,16.0,1,0.0,0.0,0.0,0.0,0.0,0
30201,1,1,4081,3,23.0,1,0.0,0.0,15.0,0.0,1370.0,0
30301,0,2,5675,3,23.0,1,0.0,0.0,0.0,0.0,0.0,1
30401,2,1,1527,3,28.0,1,0.0,422.0,0.0,1851.0,5166.0,0
30501,2,1,992,1,23.0,1,0.0,584.0,0.0,20.0,2469.0,0
30601,1,1,1543,3,23.0,1,368.0,175.0,259.0,1.0,101.0,0
30701,1,1,3975,3,18.0,1,0.0,0.0,1359.0,0.0,0.0,1
30901,1,1,3991,3,18.0,1,1194.0,0.0,157.0,6.0,0.0,0
31001,2,1,0,3,67.0,1,0.0,230.0,0.0,4476.0,241.0,0
31301,1,1,4094,2,60.0,1,7.0,540.0,1.0,0.0,4.0,1
31302,1,2,5800,1,27.0,1,0.0,0.0,0.0,0.0,0.0,1
31303,1,1,4094,1,49.0,1,331.0,0.0,0.0,318.0,0.0,1
31304,1,1,5800,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1
31401,1,1,5818,1,26.0,1,386.0,0.0,74.0,0.0,1330.0,0
31501,0,2,5688,2,35.0,1,0.0,0.0,0.0,0.0,0.0,1
31601,2,1,585,3,24.0,1,0.0,2628.0,0.0,170.0,0.0,1
31602,2,2,585,3,20.0,1,0.0,0.0,0.0,0.0,0.0,1
32001,1,1,5718,3,18.0,1,0.0,2.0,0.0,0.0,0.0,0
32002,1,1,5718,3,21.0,1,0.0,5.0,3.0,0.0,0.0,0
32101,0,1,4005,3,59.0,2,1018.0,0.0,209.0,0.0,0.0,0
32201,1,2,5733,2,13.0,1,0.0,0.0,0.0,0.0,0.0,0
32401,1,2,5848,1,43.0,1,0.0,0.0,0.0,0.0,0.0,0
32601,1,2,5765,3,29.0,1,0.0,0.0,0.0,0.0,0.0,0
32701,1,1,0,3,19.0,1,17.0,0.0,784.0,0.0,2.0,1
33001,2,1,656,3,2.0,1,0.0,0.0,0.0,0.0,0.0,1
33002,2,1,656,3,32.0,1,247.0,4651.0,0.0,46.0,202.0,1
33003,2,1,656,3,33.0,1,443.0,317.0,0.0,148.0,1260.0,0
33101,1,1,4153,3,25.0,1,0.0,0.0,251.0,0.0,552.0,0
33301,3,2,4165,1,29.0,1,0.0,0.0,0.0,0.0,0.0,1
33401,3,1,4015,3,29.0,1,5715.0,2.0,211.0,1476.0,0.0,0
33601,1,1,4178,3,44.0,1,695.0,1.0,16.0,0.0,0.0,0
33701,3,2,4028,1,2.0,1,0.0,0.0,0.0,0.0,0.0,1
33702,3,1,4028,3,19.0,1,417.0,349.0,634.0,3.0,1057.0,1
33703,3,1,4028,1,0.0,1,0.0,0.0,0.0,0.0,0.0,1
33801,1,2,5782,3,18.0,1,0.0,0.0,0.0,0.0,0.0,1
34001,2,2,153,1,38.0,1,0.0,0.0,0.0,0.0,0.0,1
34101,1,2,5913,2,5.0,1,0.0,0.0,0.0,0.0,0.0,0
34301,1,1,4208,2,31.0,1,121.0,0.0,0.0,274.0,907.0,0
34501,3,2,1572,3,30.0,1,0.0,0.0,0.0,0.0,0.0,0
34601,1,2,5942,1,15.0,1,0.0,0.0,0.0,0.0,0.0,1
34701,3,1,4042,3,27.0,1,434.0,0.0,1434.0,0.0,0.0,0
34801,3,1,1067,3,22.0,1,142.0,2876.0,202.0,3.0,0.0,1
34802,3,0,0,3,36.0,1,520.0,0.0,1865.0,0.0,0.0,1
35001,1,2,5957,2,14.0,1,0.0,0.0,0.0,0.0,0.0,1
35201,3,1,4237,3,23.0,1,2001.0,0.0,2975.0,0.0,0.0,0
35501,1,2,0,3,18.0,1,0.0,0.0,0.0,0.0,0.0,1
35601,2,2,232,1,36.0,1,0.0,0.0,0.0,0.0,0.0,1
35701,1,1,4057,3,41.0,1,0.0,1198.0,0.0,124.0,572.0,0
35801,1,2,5801,3,50.0,1,0.0,0.0,0.0,0.0,0.0,1
35802,1,2,5801,2,32.0,1,0.0,0.0,0.0,0.0,0.0,1
35901,1,1,4067,2,26.0,1,148.0,0.0,453.0,0.0,88.0,0
36001,1,1,4082,3,15.0,1,358.0,212.0,33.0,0.0,112.0,0
36101,1,1,4095,1,33.0,1,0.0,36.0,0.0,280.0,417.0,1
36501,1,1,5819,1,27.0,1,0.0,0.0,0.0,685.0,21.0,0
36801,3,1,4299,3,26.0,1,2832.0,107.0,4447.0,15.0,4.0,0
36802,3,2,4299,3,61.0,1,0.0,0.0,0.0,0.0,0.0,1
36901,1,1,5849,3,24.0,1,0.0,0.0,592.0,177.0,58.0,1
37001,1,1,4309,3,30.0,1,0.0,95.0,0.0,441.0,1023.0,0
37101,3,2,4323,3,24.0,1,0.0,0.0,0.0,0.0,0.0,1
37201,1,1,4336,3,24.0,1,0.0,5.0,0.0,2766.0,0.0,0
37301,1,2,5988,3,41.0,1,0.0,0.0,0.0,0.0,0.0,0
37501,1,1,1586,3,20.0,1,0.0,0.0,558.0,0.0,230.0,0
37601,1,1,5867,3,22.0,1,116.0,0.0,786.0,6.0,0.0,1
37701,2,1,675,1,63.0,1,0.0,1068.0,0.0,176.0,8188.0,0
37801,2,1,168,1,18.0,1,17.0,215.0,4.0,5132.0,697.0,0
37802,2,2,168,1,21.0,1,0.0,0.0,0.0,0.0,0.0,1
37803,2,1,168,3,79.0,1,5649.0,235.0,7.0,2579.0,2175.0,0
37804,2,2,168,3,56.0,1,0.0,0.0,0.0,0.0,0.0,1
37805,2,2,168,3,13.0,1,0.0,0.0,0.0,0.0,0.0,1
37806,2,1,168,3,33.0,1,0.0,2491.0,6.0,1173.0,1059.0,0
37807,2,2,168,3,32.0,1,0.0,0.0,0.0,0.0,0.0,1
37901,1,1,6000,3,31.0,1,198.0,0.0,591.0,0.0,164.0,1
38001,2,2,0,1,26.0,1,0.0,0.0,0.0,0.0,0.0,1
